"ENTREZID"	"EVIDENCE"	"ONTOLOGY"	"SYMBOL"	"TXCHROM"	"GOID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
13136	"ISO"	"MF"	"Cd55"	"chr1"	"GO:0001618"	-5.23340098189502	5.34089090688839	-24.2237984909954	5.05579662474899e-09	3.34226229786719e-06
17436	"ISS"	"MF"	"Me1"	"chr9"	"GO:0004470"	-3.71499163443894	5.36734082161566	-23.9746026060841	5.30376452230445e-09	3.34226229786719e-06
14555	"ISO"	"MF"	"Gpd1"	"chr15"	"GO:0004367"	-4.53862893529896	5.00339488452563	-23.9534195992009	5.42689960119629e-09	3.34226229786719e-06
234779	"ISO"	"MF"	"Plcg2"	"chr8"	"GO:0001784"	-4.2235238874784	5.30239103502822	-23.674941797903	5.90899683830145e-09	3.34324712455474e-06
71740	"IBA"	"MF"	"Nectin4"	"chr1"	"GO:0004872"	-4.41914061937356	5.16629241665414	-23.5432095518765	6.19953690616911e-09	3.34324712455474e-06
78896	"ND"	"MF"	"1500015O10Rik"	"chr1"	"GO:0003674"	5.44991642048204	3.10802528556617	23.5804923178317	6.28480657961714e-09	3.34324712455474e-06
21804	"ISO"	"MF"	"Tgfb1i1"	"chr7"	"GO:0003713"	5.13584607246266	3.74925477374854	23.5132333174043	6.37258541214105e-09	3.34324712455474e-06
18260	"IPI"	"MF"	"Ocln"	"chr13"	"GO:0005515"	-5.84357913960409	5.10516600471761	-23.4577575199204	6.6223876435709e-09	3.35021860611363e-06
227960	"IBA"	"MF"	"Gca"	"chr2"	"GO:0004198"	-5.53827325917495	3.8601154471376	-23.2316473179587	7.08344432585778e-09	3.45989616813019e-06
14245	"IGI"	"BP"	"Lpin1"	"chr12"	"GO:0000122"	-3.7967854000377	6.29534228009497	-22.7440160692918	8.03434865672775e-09	3.5636288607101e-06
16878	"ISO"	"MF"	"Lif"	"chr11"	"GO:0001135"	-4.82410509296569	8.22946574916079	-22.7917047641407	8.07550257786904e-09	3.5636288607101e-06
108153	"ISO"	"MF"	"Adamts7"	"chr9"	"GO:0004222"	4.20653427181095	4.15438269304283	22.7388155188134	8.10976989418932e-09	3.5636288607101e-06
20661	"IEA"	"BP"	"Sort1"	"chr3"	"GO:0001503"	-3.78594484095143	6.70578410806085	-22.6487174862657	8.30213571503235e-09	3.5636288607101e-06
15439	"ISO"	"BP"	"Hp"	"chr8"	"GO:0001889"	-6.37027462631239	5.76712299535663	-22.6309739517647	8.91863563366482e-09	3.61261657934003e-06
269132	"ND"	"MF"	"Colgalt2"	"chr1"	"GO:0003674"	5.03015136813582	3.25775309199987	22.4615305689817	9.10350692350404e-09	3.61261657934003e-06
18826	"ISO"	"CC"	"Lcp1"	"chr14"	"GO:0001725"	-4.21694161517392	5.46183092273906	-22.382752611246	9.1813764106065e-09	3.61261657934003e-06
73341	"IEA"	"MF"	"Arhgef6"	"chrX"	"GO:0005085"	-4.41545779502967	6.82545321466667	-22.2495623679729	9.6622433004648e-09	3.64284121733726e-06
224912	"IEA"	"CC"	"Crb3"	"chr17"	"GO:0005886"	-3.94182069317209	4.46154152941822	-22.1905643385412	9.77253556362978e-09	3.64284121733726e-06
320405	"IPI"	"MF"	"Cadps2"	"chr6"	"GO:0005515"	-3.91268552170178	5.37640156059567	-22.0805137450958	1.01559947808371e-08	3.68870938642456e-06
75767	"IBA"	"CC"	"Rab11fip1"	"chr8"	"GO:0005737"	-4.43162231186201	7.22544588446387	-21.9167267242305	1.08790047095102e-08	3.77066239479779e-06
12994	"ND"	"MF"	"Csn3"	"chr5"	"GO:0003674"	-7.4924435539081	9.24903896676741	-22.1538508357276	1.09140245807772e-08	3.77066239479779e-06
105853	"IBA"	"BP"	"Mal2"	"chr15"	"GO:0001766"	-5.42566659195665	4.7506581491456	-21.6885445798891	1.21115411611836e-08	4.05677114407165e-06
108927	"ND"	"MF"	"Lhfp"	"chr3"	"GO:0003674"	4.37450069627221	4.38292454681676	21.395901436933	1.31204000333414e-08	4.05677114407165e-06
66871	"ND"	"MF"	"Cpne8"	"chr15"	"GO:0003674"	4.65715314423572	4.31370722937878	21.3620180435616	1.33703462248596e-08	4.05677114407165e-06
21345	"IEA"	"CC"	"Tagln"	"chr9"	"GO:0005737"	6.16628817256655	6.92180349128044	21.4264090136455	1.36148737792077e-08	4.05677114407165e-06
229722	"ISO"	"BP"	"5330417C22Rik"	"chr3"	"GO:0000045"	-6.55862012806419	3.28932154642585	-21.3680887491031	1.40763480527892e-08	4.05677114407165e-06
12231	"IPI"	"MF"	"Btn1a1"	"chr13"	"GO:0005515"	-7.70784952689544	7.80305775729238	-21.4341551892792	1.42365007061375e-08	4.05677114407165e-06
13661	"ISO"	"MF"	"Ehf"	"chr2"	"GO:0000978"	-5.89708287092056	6.03722158187323	-21.2238425501373	1.45498837632538e-08	4.05677114407165e-06
13497	"IPI"	"MF"	"Drp2"	"chrX"	"GO:0005515"	5.8836927420057	1.61229002161551	21.2165596670176	1.45833022721292e-08	4.05677114407165e-06
192120	"IEA"	"MF"	"Bspry"	"chr4"	"GO:0005499"	-4.86654170171786	3.92690665396624	-21.1302048082553	1.46389981296099e-08	4.05677114407165e-06
170643	"IGI"	"BP"	"Kirrel"	"chr3"	"GO:0001933"	4.7933599865947	5.29677008580172	21.1061501775461	1.47432585787868e-08	4.05677114407165e-06
214531	"IEA"	"MF"	"Tmprss13"	"chr9"	"GO:0004252"	-5.33243533426741	4.49179573509648	-21.1172001175624	1.48924884921797e-08	4.05677114407165e-06
72281	"IDA"	"CC"	"Sh2d4a"	"chr8"	"GO:0005737"	-5.78655975289583	2.45860213603904	-20.8010852169876	1.69791763720804e-08	4.50812230724064e-06
320007	"IDA"	"MF"	"Sidt1"	"chr16"	"GO:0003725"	-6.31145098632642	3.45291680354585	-20.8106890219523	1.71859233738789e-08	4.50812230724064e-06
14962	"IEA"	"BP"	"Cfb"	"chr17"	"GO:0002376"	-3.63202676652946	4.08310107632685	-20.5413938235478	1.78088737113566e-08	4.54561773186565e-06
233066	"IPI"	"MF"	"Syne4"	"chr7"	"GO:0005515"	-4.10075685116431	4.72536709611325	-20.5388823623443	1.79706737016927e-08	4.54561773186565e-06
72043	"IGI"	"BP"	"Sulf2"	"chr2"	"GO:0001822"	-4.1767676635555	6.72925749569747	-20.4242800551404	1.88035097687337e-08	4.59280728203715e-06
100038347	"ND"	"MF"	"Fam174b"	"chr7"	"GO:0003674"	-4.74235606001105	4.68589369526386	-20.3509226671655	1.95873158362753e-08	4.59280728203715e-06
14119	"ISO"	"CC"	"Fbn2"	"chr18"	"GO:0001527"	5.03180202314274	3.84200945035236	20.3493841984833	1.97433923730123e-08	4.59280728203715e-06
216892	"IMP"	"BP"	"Spns2"	"chr11"	"GO:0001782"	-5.63243724899441	6.54621302408892	-20.3832047288057	1.98146640048034e-08	4.59280728203715e-06
16665	"IEA"	"MF"	"Krt15"	"chr11"	"GO:0005198"	6.90491130333318	6.06732122821464	20.4774248542859	1.98620645063173e-08	4.59280728203715e-06
330222	"ND"	"MF"	"Sdk1"	"chr5"	"GO:0003674"	5.60341604159714	2.36662130938631	20.295254755881	2.04796951712552e-08	4.59280728203715e-06
232670	"ISO"	"CC"	"Tspan33"	"chr6"	"GO:0005886"	-6.86037452664969	3.52666218874723	-20.3713819370815	2.06576394199632e-08	4.59280728203715e-06
22041	"IPI"	"MF"	"Trf"	"chr9"	"GO:0005515"	-6.60198837944663	11.5691669362588	-20.3388677692079	2.07511236180994e-08	4.59280728203715e-06
170722	"ISA"	"MF"	"Nxf7"	"chrX"	"GO:0003723"	-5.31630320505005	2.94901002955484	-20.0488849125917	2.23517225103622e-08	4.87095614398894e-06
268860	"ISO"	"BP"	"Abat"	"chr16"	"GO:0001666"	5.8370147089136	2.32023911239452	19.9505484661503	2.35773766102727e-08	4.94109467628584e-06
11931	"ISO"	"BP"	"Atp1b1"	"chr1"	"GO:0001666"	-4.50691082904275	5.89770647738984	-19.8485764541404	2.36847578885749e-08	4.94109467628584e-06
239759	"ISO"	"MF"	"Liph"	"chr16"	"GO:0004620"	-5.90636929039084	3.70337032006489	-19.9404017397648	2.37200450397061e-08	4.94109467628584e-06
21814	"IMP"	"BP"	"Tgfbr3"	"chr5"	"GO:0001568"	3.7597937617175	6.14317497854353	19.6662563538026	2.50839793225859e-08	5.14948647977433e-06
209195	"IEA"	"MF"	"Clic6"	"chr16"	"GO:0005244"	-7.12907776773398	5.91323663547855	-19.716426102237	2.69007452933913e-08	5.40358300127229e-06
228911	"IBA"	"MF"	"Tshz2"	"chr2"	"GO:0001078"	5.14892000864077	3.77837594019737	19.5510402778294	2.70846730032003e-08	5.40358300127229e-06
18830	"IEA"	"CC"	"Pltp"	"chr2"	"GO:0005576"	5.33324425622692	3.73133896994662	19.4679940318037	2.81423898335487e-08	5.45720351051597e-06
432995	"ND"	"MF"	"Smim22"	"chr16"	"GO:0003674"	-5.75365865578013	2.1060108012923	-19.447966495097	2.87126711688078e-08	5.45720351051597e-06
118449	"ISO"	"CC"	"Synpo2"	"chr3"	"GO:0001725"	6.57676374966473	2.35925072990491	19.4990238352525	2.88388834618056e-08	5.45720351051597e-06
11676	"IEA"	"MF"	"Aldoc"	"chr11"	"GO:0003824"	-5.09839390649062	6.53845656383986	-19.386534843129	2.88944767588209e-08	5.45720351051597e-06
26943	"IEA"	"BP"	"Serinc3"	"chr2"	"GO:0002376"	-3.42737350420587	10.1910847344465	-19.2627645567891	2.93512498600053e-08	5.47053229298652e-06
109624	"ISO"	"MF"	"Cald1"	"chr6"	"GO:0003779"	4.57842741683517	6.69766377044745	19.1895811999527	3.08875169726873e-08	5.67508036325423e-06
19329	"IEA"	"MF"	"Rab17"	"chr1"	"GO:0000166"	-5.02443347060256	3.62953384177077	-19.170061719183	3.14819889410821e-08	5.67508036325423e-06
170756	"IDA"	"MF"	"Slc8b1"	"chr5"	"GO:0005432"	-4.69701957367749	4.60507738622086	-19.136638145088	3.16506423365397e-08	5.67508036325423e-06
13867	"IEA"	"MF"	"Erbb3"	"chr10"	"GO:0000166"	-3.90562032902123	6.41026108221861	-18.9052993046723	3.42237745990734e-08	6.04244008951887e-06
76905	"IMP"	"BP"	"Lrg1"	"chr17"	"GO:0001938"	-6.09926749395603	5.71994060747893	-18.9815482347596	3.5067782298067e-08	6.04244008951887e-06
76088	"IMP"	"BP"	"Dock8"	"chr19"	"GO:0001771"	-5.30313862041196	5.5365863794024	-18.9164802889884	3.51956834944755e-08	6.04244008951887e-06
16669	"IEA"	"MF"	"Krt19"	"chr11"	"GO:0005198"	-4.60847412267133	9.87185795198583	-18.8586574259548	3.54057555545405e-08	6.04244008951887e-06
11600	"IMP"	"BP"	"Angpt1"	"chr15"	"GO:0001525"	-6.80716872803755	4.3236651107845	-18.9264437721585	3.66618588962893e-08	6.18232418173735e-06
17183	"IEA"	"MF"	"Matn4"	"chr2"	"GO:0005509"	4.84302456691511	2.49162043123181	18.7562879919852	3.71549404891384e-08	6.19176155327818e-06
245827	"IEA"	"MF"	"Fat2"	"chr11"	"GO:0005509"	5.26513921874452	4.31270402026143	18.6846558297595	3.87107985457699e-08	6.33856212864215e-06
12737	"IEA"	"MF"	"Cldn1"	"chr16"	"GO:0005198"	-6.32818983591648	6.23221510470058	-18.745892479379	3.89308086969197e-08	6.33856212864215e-06
54366	"IEA"	"CC"	"Ctnnal1"	"chr4"	"GO:0005737"	3.83559176142532	4.68111410131471	18.5496961616651	3.96401094735174e-08	6.38070625786789e-06
66060	"ND"	"MF"	"Cystm1"	"chr18"	"GO:0003674"	-4.72327708464787	3.73163364611473	-18.5565534058174	4.02715431508817e-08	6.4095102104746e-06
353499	"ND"	"MF"	"Tmc4"	"chr7"	"GO:0003674"	-3.49965825390646	7.13289478376067	-18.3636154657275	4.26601437310557e-08	6.71423262167116e-06
68810	"IEA"	"MF"	"Nexn"	"chr3"	"GO:0003779"	6.10336336074377	1.63442021628649	18.4358248810021	4.40395787254635e-08	6.85517178732078e-06
74002	"IEA"	"MF"	"Psd2"	"chr18"	"GO:0005086"	5.82946432662342	0.978259601162304	18.3763029290625	4.47954871405424e-08	6.89704429723678e-06
22004	"IEA"	"MF"	"Tpm2"	"chr4"	"GO:0003779"	7.12464836433849	5.51340938613426	18.4118149587006	4.5915140818878e-08	6.99341902902588e-06
56312	"IMP"	"BP"	"Nupr1"	"chr7"	"GO:0002526"	-5.03171828129554	5.45880736486347	-18.0554348983533	5.02462687046301e-08	7.46257111126808e-06
11468	"IEA"	"MF"	"Actg2"	"chr6"	"GO:0000166"	7.55125446297628	2.21694854907021	18.2193174486787	5.0503517892249e-08	7.46257111126808e-06
23964	"ISO"	"MF"	"Tenm2"	"chr11"	"GO:0005102"	8.24763826010853	3.21426546273469	18.2538993642712	5.08372035104003e-08	7.46257111126808e-06
20510	"IDA"	"MF"	"Slc1a1"	"chr19"	"GO:0005313"	-6.39293739299309	4.14993553248102	-18.1080043588629	5.11026754530889e-08	7.46257111126808e-06
192176	"IMP"	"BP"	"Flna"	"chrX"	"GO:0001525"	3.34942363856844	9.79331466589868	17.8722719681297	5.25940987817875e-08	7.57696515630441e-06
20277	"ISO"	"BP"	"Scnn1b"	"chr7"	"GO:0002028"	-6.19214667010307	5.10852098390182	-18.0098136516929	5.29881290879431e-08	7.57696515630441e-06
22354	"IEA"	"MF"	"Vipr1"	"chr9"	"GO:0004871"	-4.09593462906442	5.63915669537974	-17.8546665856857	5.36360201316716e-08	7.57696515630441e-06
26366	"ND"	"MF"	"Ceacam10"	"chr7"	"GO:0003674"	-7.43337542581383	1.88351419077924	-18.000363902232	5.52931931789355e-08	7.57696515630441e-06
63913	"IMP"	"BP"	"Fam129a"	"chr1"	"GO:0001933"	5.48983728246356	4.5169163954769	17.8500282202506	5.56283561578076e-08	7.57696515630441e-06
15375	"IMP"	"BP"	"Foxa1"	"chr12"	"GO:0000122"	-3.95237169723711	5.62506432714305	-17.7567945710207	5.58287824083852e-08	7.57696515630441e-06
77220	"ND"	"MF"	"Tmem200a"	"chr10"	"GO:0003674"	7.42376898881933	0.632683023532197	17.9200808966935	5.72364571814855e-08	7.57696515630441e-06
13711	"IDA"	"MF"	"Elf5"	"chr2"	"GO:0000977"	-6.38577218247035	5.77934048107984	-17.8205441226884	5.78767837401044e-08	7.57696515630441e-06
12703	"ISO"	"CC"	"Socs1"	"chr16"	"GO:0000932"	3.4754276540031	3.54397534595653	17.638524023612	5.83635650891463e-08	7.57696515630441e-06
20528	"IEA"	"MF"	"Slc2a4"	"chr11"	"GO:0005215"	5.12510481152922	2.28966855160902	17.7117360257498	5.85058128210896e-08	7.57696515630441e-06
319530	"ISO"	"MF"	"Zfp750"	"chr11"	"GO:0001046"	-5.35850231722663	3.80221349522104	-17.6896404171476	5.94577193199698e-08	7.57696515630441e-06
53972	"ISO"	"MF"	"Ngef"	"chr1"	"GO:0005085"	-3.9537653727881	3.53764756627237	-17.6007792377398	5.97996822496626e-08	7.57696515630441e-06
11830	"IEA"	"MF"	"Aqp5"	"chr15"	"GO:0005215"	-5.49119407338666	5.09959949354309	-17.6426662741601	6.09299088286422e-08	7.57696515630441e-06
67182	"ND"	"MF"	"Pdzk1ip1"	"chr4"	"GO:0003674"	-6.00021833902583	2.00457988517442	-17.6715305280749	6.10666898191248e-08	7.57696515630441e-06
16668	"ISO"	"MF"	"Krt18"	"chr15"	"GO:0003723"	-5.10797970834227	9.95847707568071	-17.610611268235	6.11445133753314e-08	7.57696515630441e-06
14739	"ISO"	"MF"	"S1pr2"	"chr9"	"GO:0001664"	-3.21129859929786	5.67419599105713	-17.5151790999453	6.14418417521389e-08	7.57696515630441e-06
230678	"ND"	"MF"	"Tmem125"	"chr4"	"GO:0003674"	-3.81443072638427	3.63684022596388	-17.5115662706578	6.20582623202911e-08	7.57696515630441e-06
18143	"ISO"	"MF"	"Npas2"	"chr1"	"GO:0003677"	-5.05742674553701	2.42328586800662	-17.5705747706706	6.21532838095105e-08	7.57696515630441e-06
12739	"IDA"	"BP"	"Cldn3"	"chr5"	"GO:0003382"	-5.13383256311965	6.62135426742893	-17.5653450990636	6.24251844088862e-08	7.57696515630441e-06
12798	"ISO"	"CC"	"Cnn2"	"chr10"	"GO:0001725"	3.43084139906724	6.18036270472375	17.4796037037073	6.25841809592387e-08	7.57696515630441e-06
72333	"ISO"	"CC"	"Palld"	"chr8"	"GO:0001725"	3.8668285903719	5.60219799152001	17.4632886873504	6.34627995229421e-08	7.61822504442775e-06
58175	"TAS"	"MF"	"Rgs20"	"chr1"	"GO:0005096"	-5.48790418212369	1.6102988938924	-17.5184317827707	6.43692946090273e-08	7.66210973224262e-06
207596	"IDA"	"CC"	"Thsd4"	"chr9"	"GO:0001527"	-4.49844584603869	6.30896924387534	-17.4113936826878	6.57912137406125e-08	7.7547335245489e-06
72097	"ND"	"MF"	"2010300C02Rik"	"chr1"	"GO:0003674"	-5.67072185688808	3.62827486520256	-17.4090738067205	6.794193814808e-08	7.7547335245489e-06
15446	"ISO"	"MF"	"Hpgd"	"chr8"	"GO:0003824"	-5.71567986993956	1.54679205797881	-17.4056032777686	6.81371348331294e-08	7.7547335245489e-06
110935	"ISO"	"BP"	"Atp6v1b1"	"chr6"	"GO:0001503"	-6.81170346313978	6.93387680982931	-17.4681177653984	6.85159567417063e-08	7.7547335245489e-06
20531	"IMP"	"BP"	"Slc34a2"	"chr5"	"GO:0001701"	-5.6088664646171	2.75927123393776	-17.376110652006	6.88270914515502e-08	7.7547335245489e-06
21859	"IBA"	"MF"	"Timp3"	"chr10"	"GO:0002020"	3.63467521047026	6.7438744906225	17.251043436492	6.95288140051809e-08	7.7547335245489e-06
12424	"ISO"	"BP"	"Cck"	"chr9"	"GO:0001662"	-7.65851004249003	2.30886381038578	-17.4934388832785	6.95589783707497e-08	7.7547335245489e-06
18131	"IMP"	"BP"	"Notch3"	"chr17"	"GO:0000122"	-3.64301004137322	6.83438788163023	-17.2392031359989	6.99097905319479e-08	7.7547335245489e-06
26427	"IDA"	"MF"	"Creb3l1"	"chr2"	"GO:0001077"	-3.71734935417454	4.12909339064019	-17.2365676920032	7.00745422620727e-08	7.7547335245489e-06
12095	"IEA"	"MF"	"Bglap3"	"chr3"	"GO:0005509"	-7.00851302352563	3.08387899969711	-17.3888625471465	7.14217789696698e-08	7.8425542566308e-06
12709	"IEA"	"MF"	"Ckb"	"chr12"	"GO:0000166"	4.71304818142307	2.65646099014174	17.1904528181978	7.30329813100692e-08	7.91907454912128e-06
235633	"IEA"	"MF"	"Als2cl"	"chr9"	"GO:0005089"	-3.57477540343391	5.31664409144549	-17.134144035107	7.32367642735537e-08	7.91907454912128e-06
12740	"IEA"	"MF"	"Cldn4"	"chr5"	"GO:0005198"	-5.29452145402426	9.57136937254808	-17.1755527705405	7.46603386592329e-08	8.01184619021238e-06
74424	"ND"	"MF"	"Tmc5"	"chr7"	"GO:0003674"	-7.21869234303099	2.93804404483996	-17.279680946316	7.55036927286179e-08	8.04142712406671e-06
19414	"IBA"	"MF"	"Rasa3"	"chr8"	"GO:0005096"	4.51651461615853	3.33041052421678	17.0717607584095	7.67128545595139e-08	8.10923570772772e-06
67729	"ND"	"MF"	"Mansc1"	"chr6"	"GO:0003674"	-3.9678699337001	4.62912087052104	-16.907580681844	8.17480706909534e-08	8.57749200990633e-06
17540	"IPI"	"MF"	"Mrvi1"	"chr7"	"GO:0005515"	7.54578448553097	1.48097337875734	16.9490765885036	8.86438770919535e-08	9.03907288878248e-06
208943	"ND"	"MF"	"Myo5c"	"chr9"	"GO:0003674"	-5.55190309222781	3.92611335158461	-16.7976391323814	8.94038287368122e-08	9.03907288878248e-06
20310	"IDA"	"BP"	"Cxcl2"	"chr5"	"GO:0002237"	-4.9245267571328	6.9555553013946	-16.7440983735109	9.00779170080385e-08	9.03907288878248e-06
20356	"IMP"	"BP"	"Sema5a"	"chr15"	"GO:0001569"	3.64819581375532	4.69044047462985	16.6828320236055	9.02069532492157e-08	9.03907288878248e-06
70178	"ND"	"CC"	"Abhd17c"	"chr7"	"GO:0005575"	-3.8408382717968	5.34825520422608	-16.6885913082533	9.02500517632336e-08	9.03907288878248e-06
12725	"IEA"	"MF"	"Clcn3"	"chr8"	"GO:0000166"	-3.55000439134035	6.02394633526818	-16.677678851374	9.02913678120001e-08	9.03907288878248e-06
235627	"ISO"	"CC"	"Nbeal2"	"chr9"	"GO:0005783"	-3.67658177603927	4.36332918644909	-16.6741039613366	9.06140734350238e-08	9.03907288878248e-06
94214	"ISS"	"MF"	"Spock2"	"chr10"	"GO:0005509"	5.2906615941731	2.99707875360143	16.7299922531167	9.15684696732835e-08	9.07040120924518e-06
93706	"TAS"	"CC"	"Pcdhgc3"	"chr18"	"GO:0005887"	3.43184023634253	5.27606366387352	16.5956365319652	9.36612145228005e-08	9.17463353362211e-06
16950	"ISO"	"BP"	"Loxl3"	"chr6"	"GO:0001837"	4.46723655127433	2.72844538521771	16.6137681447005	9.46454996980647e-08	9.17463353362211e-06
21414	"IMP"	"BP"	"Tcf7"	"chr11"	"GO:0000122"	4.53981808326668	4.20356408942149	16.6097130787899	9.49845490783115e-08	9.17463353362211e-06
56219	"IEA"	"CC"	"Extl1"	"chr4"	"GO:0005783"	-5.50753884095842	4.35149775644494	-16.6593195861465	9.52115163743346e-08	9.17463353362211e-06
12797	"ISO"	"MF"	"Cnn1"	"chr9"	"GO:0003779"	7.56972114055676	4.32256370051041	16.7385142850562	9.77617114402183e-08	9.25185410193191e-06
17002	"IEA"	"BP"	"Ltf"	"chr9"	"GO:0001503"	-5.8099056011584	8.54586084051234	-16.6143474705673	9.80954439511782e-08	9.25185410193191e-06
16005	"IPI"	"MF"	"Igfals"	"chr17"	"GO:0005515"	-4.82898339680965	2.72923296202747	-16.5490668003476	9.84131065296349e-08	9.25185410193191e-06
72058	"IPI"	"MF"	"Igsf5"	"chr16"	"GO:0005515"	-5.99246291400257	1.55621871871133	-16.6145287100257	9.8625483190379e-08	9.25185410193191e-06
19280	"ISO"	"MF"	"Ptprs"	"chr17"	"GO:0004721"	3.62979529354045	6.88513164899963	16.4708410407183	9.95887907817112e-08	9.28075803567723e-06
212998	"ND"	"MF"	"BC016579"	"chr16"	"GO:0003674"	-5.13667724843637	2.18892354935975	-16.4996280747053	1.01543552086826e-07	9.38478331767051e-06
22351	"IEA"	"MF"	"Vill"	"chr9"	"GO:0003779"	-4.75120452094051	5.12287887957774	-16.4389137556509	1.03444607576469e-07	9.38478331767051e-06
233651	"IMP"	"BP"	"Dchs1"	"chr7"	"GO:0001658"	5.31457121848185	2.53978078255066	16.4625588284161	1.03839685457399e-07	9.38478331767051e-06
171531	"IDA"	"CC"	"Mlph"	"chr1"	"GO:0001725"	-4.87155126974139	6.04904357062539	-16.4310525889703	1.04145957306381e-07	9.38478331767051e-06
14233	"ISO"	"MF"	"Foxi1"	"chr11"	"GO:0000978"	-7.03102810206299	3.53408749563213	-16.5571353168852	1.04620424404872e-07	9.38478331767051e-06
215114	"IEA"	"MF"	"Hip1"	"chr5"	"GO:0003779"	3.54239820789458	3.91846790887938	16.3625544842099	1.04680251619622e-07	9.38478331767051e-06
270190	"IEA"	"MF"	"Ephb1"	"chr9"	"GO:0000166"	7.14844388546626	0.479101628915961	16.5294412188934	1.06379500564717e-07	9.44225098656609e-06
17919	"IEA"	"MF"	"Myo5b"	"chr18"	"GO:0000166"	-3.7446153744381	4.69092464715045	-16.3241518353911	1.06937094040391e-07	9.44225098656609e-06
246228	"IPI"	"MF"	"Vwa1"	"chr4"	"GO:0005515"	5.3434604240037	4.23008986318812	16.3883811369272	1.07629897593973e-07	9.44225098656609e-06
330409	"IMP"	"BP"	"Cecr2"	"chr6"	"GO:0001842"	-4.83044788587244	3.16107845158539	-16.3522877076711	1.07987621590096e-07	9.44225098656609e-06
70370	"IEA"	"MF"	"Fbln7"	"chr2"	"GO:0005509"	4.15579887352203	2.63255914674103	16.3059344022038	1.08687808189813e-07	9.44517057060556e-06
218121	"ND"	"MF"	"Mboat1"	"chr13"	"GO:0003674"	-4.72119052306777	5.38486763760672	-16.2572617363654	1.12670730966337e-07	9.71179138649349e-06
